met type,date,mean/sum,min,max,%complete,comments
Air Temperature,17/01/2011,5.881,4.533,7.33,100,
Air Temperature,18/01/2011,3.2566,1.672,5.12,100,
Air Temperature,19/01/2011,1.9038,0.284,4.947,100,
Air Temperature,20/01/2011,1.1784,-0.87,2.749,100,
Air Temperature,21/01/2011,-0.69,-2.951,1.637,100,
Air Temperature,22/01/2011,1.3422,-1.824,4.499,100,
Air Temperature,23/01/2011,4.7803,3.773,5.458,100,
Air Temperature,24/01/2011,4.083,2.664,5.491,100,
Air Temperature,25/01/2011,4.9541,2.3,7.39,100,
Air Temperature,26/01/2011,3.6868,1.11,4.896,100,
Air Temperature,27/01/2011,0.0735,-0.707,0.879,100,
Air Temperature,28/01/2011,-1.114,-2.58,0.746,100,
Air Temperature,29/01/2011,-1.132,-1.858,-0.344,100,
Air Temperature,30/01/2011,-0.731,-3.174,3.308,100,
Air Temperature,31/01/2011,-1.402,-3.438,1.956,100,
Air Temperature,01/02/2011,2.561,-2.942,6.085,100,
Air Temperature,02/02/2011,5.433,2.003,7.82,100,
Air Temperature,03/02/2011,5.6501,2.3,8.02,100,
Air Temperature,04/02/2011,8.2042,7.13,9.24,100,
Air Temperature,05/02/2011,8.465,7.69,8.91,100,
Air Temperature,06/02/2011,7.7142,7.19,8.61,100,
Air Temperature,07/02/2011,6.5318,3.978,8.78,100,
Air Temperature,08/02/2011,4.3965,0.383,8.11,100,
Air Temperature,09/02/2011,6.1456,5.292,6.64,100,
Air Temperature,10/02/2011,7.7323,6.764,9.5,100,
Air Temperature,11/02/2011,8.1318,6.474,9.17,100,
Air Temperature,12/02/2011,6.2274,2.951,9.31,100,
Air Temperature,13/02/2011,5.4259,4.566,6.151,100,
Air Temperature,14/02/2011,4.1226,1.737,7.19,100,
Air Temperature,15/02/2011,4.0642,2.689,5.623,100,
Air Temperature,16/02/2011,4.9462,2.497,7.66,100,
Air Temperature,17/02/2011,4.0067,0.284,8.48,100,
Air Temperature,18/02/2011,2.5445,1.176,4.698,100,
Air Temperature,19/02/2011,4.6328,3.773,5.423,100,
Air Temperature,20/02/2011,3.3838,2.688,4.764,100,
Air Temperature,21/02/2011,3.8688,2.326,5.821,100,
Air Temperature,22/02/2011,4.242,3.211,5.292,100,
Air Temperature,23/02/2011,7.0473,5.061,8.81,100,
Air Temperature,24/02/2011,8.9248,5.557,11.73,100,
Air Temperature,25/02/2011,8.5912,6.878,10.62,100,
Air Temperature,26/02/2011,6.7278,3.02,8.25,100,
Air Temperature,27/02/2011,3.4413,1.573,6.929,100,
Air Temperature,28/02/2011,1.8893,1.406,2.597,100,
Air Temperature,01/03/2011,1.9745,1.077,3.31,100,
Air Temperature,02/03/2011,2.1147,-0.806,5.31,100,
Air Temperature,03/03/2011,-0.032,-2.216,2.98,100,
Air Temperature,04/03/2011,1.1261,-2.05,5.277,100,
Air Temperature,05/03/2011,1.9245,-1.361,5.28,100,
Air Temperature,06/03/2011,2.6958,-0.272,6.136,100,
Air Temperature,07/03/2011,2.6073,-2.05,8.57,100,
Air Temperature,08/03/2011,3.1712,-2.61,9.37,100,
Air Temperature,09/03/2011,5.6592,2.134,8.68,100,
Air Temperature,10/03/2011,7.298,3.78,10.36,100,
Air Temperature,11/03/2011,6.3809,3.318,10.35,100,
Air Temperature,12/03/2011,7.1559,4.929,9.89,100,
Air Temperature,13/03/2011,6.7294,2.399,8.41,100,
Air Temperature,14/03/2011,5.329,0.357,9.75,100,
Air Temperature,15/03/2011,9.0187,5.885,14.95,100,
Air Temperature,16/03/2011,6.7114,3.938,9.44,100,
Air Temperature,17/03/2011,4.6163,1.472,9.24,100,
Air Temperature,18/03/2011,3.8234,1.143,5.854,100,
Air Temperature,19/03/2011,3.9636,-0.007,9.82,100,
Air Temperature,20/03/2011,4.9436,0.912,9.3,100,
Air Temperature,21/03/2011,6.7952,2.227,13.45,100,
Air Temperature,22/03/2011,9.5124,5.292,13.51,100,
Air Temperature,23/03/2011,10.171,4.599,15.81,100,
Air Temperature,24/03/2011,8.9767,1.899,16.14,100,
Air Temperature,25/03/2011,9.0315,2.564,16.53,100,
Air Temperature,26/03/2011,9.5142,5.226,15.48,100,
Air Temperature,27/03/2011,8.7176,3.938,14.22,100,
Air Temperature,28/03/2011,7.3648,3.779,13.38,100,
Air Temperature,29/03/2011,7.569,2.697,12.46,100,
Air Temperature,30/03/2011,7.8146,7.19,8.71,100,
Air Temperature,31/03/2011,9.7554,7.59,11.8,100,
Air Temperature,01/04/2011,10.713,9.04,12.79,100,
Air Temperature,02/04/2011,11.81,8.32,15.54,100,
Air Temperature,03/04/2011,8.229,4.863,12.46,100,
Air Temperature,04/04/2011,7.423,3.051,11.01,100,
Air Temperature,05/04/2011,8.655,7.59,9.83,100,
Air Temperature,06/04/2011,12.239,7.82,17.52,100,
Air Temperature,07/04/2011,14.926,10.1,20.74,100,
Air Temperature,08/04/2011,12.668,7.3,18.96,100,
Air Temperature,09/04/2011,11.683,5.755,18.17,100,
Air Temperature,10/04/2011,11.873,3.872,21,100,
Air Temperature,11/04/2011,11.635,6.248,16.47,100,
Air Temperature,12/04/2011,4.6919,3.35,6.548,33,
Air Temperature,13/04/2011,,,,0,
Air Temperature,14/04/2011,,,,0,
Air Temperature,15/04/2011,,,,0,
Air Temperature,16/04/2011,,,,0,
Air Temperature,17/04/2011,,,,0,
Air Temperature,18/04/2011,,,,0,
Air Temperature,19/04/2011,,,,0,
Air Temperature,20/04/2011,,,,0,
Air Temperature,21/04/2011,,,,0,
Air Temperature,22/04/2011,,,,0,
Air Temperature,23/04/2011,,,,0,
Air Temperature,24/04/2011,,,,0,
Air Temperature,25/04/2011,,,,0,
Air Temperature,26/04/2011,,,,0,
Air Temperature,27/04/2011,,,,0,
Air Temperature,28/04/2011,,,,0,
Air Temperature,29/04/2011,,,,0,
Air Temperature,30/04/2011,,,,0,
Air Temperature,01/05/2011,,,,0,
Air Temperature,02/05/2011,,,,0,
Air Temperature,03/05/2011,,,,0,
Air Temperature,04/05/2011,,,,0,
Air Temperature,05/05/2011,,,,0,
Air Temperature,06/05/2011,,,,0,
Air Temperature,07/05/2011,,,,0,
Air Temperature,08/05/2011,12.754,0,15.68,88,
Air Temperature,09/05/2011,12.11,8.78,15.68,100,
Air Temperature,10/05/2011,12.152,8.12,16.93,100,
Air Temperature,11/05/2011,11.104,8.84,14.49,100,
Air Temperature,12/05/2011,11.052,6.449,15.58,100,
Air Temperature,13/05/2011,10.547,6.019,15.08,100,
Air Temperature,14/05/2011,10.289,5.689,14.29,100,
Air Temperature,15/05/2011,10.326,6.548,13.55,100,
Air Temperature,16/05/2011,12.577,9.31,16.53,100,
Air Temperature,17/05/2011,11.79,9.27,14.56,100,
Air Temperature,18/05/2011,11.822,8.41,14.79,100,
Air Temperature,19/05/2011,11.552,7.17,17.06,100,
Air Temperature,20/05/2011,11.321,7.46,14.98,100,
Air Temperature,21/05/2011,11.913,6.403,16.4,100,
Air Temperature,22/05/2011,12.029,7.85,16.47,100,
Air Temperature,23/05/2011,10.323,6.613,13.91,100,
Air Temperature,24/05/2011,10.775,5.557,16.07,100,
Air Temperature,25/05/2011,11.157,4.301,15.64,100,
Air Temperature,26/05/2011,11.326,9.24,14.27,100,
Air Temperature,27/05/2011,10.075,7.23,12.99,100,
Air Temperature,28/05/2011,10.448,6.05,12.26,100,
Air Temperature,29/05/2011,12.205,10.81,14.29,100,
Air Temperature,30/05/2011,11.171,7.29,14.82,100,
Air Temperature,31/05/2011,10.386,5.127,15.35,100,
Air Temperature,01/06/2011,12.872,6.812,18.31,100,
Air Temperature,02/06/2011,16.257,9.57,21.99,100,
Air Temperature,03/06/2011,17.522,10.56,23.17,100,
Air Temperature,04/06/2011,17.288,10.87,24.68,100,
Air Temperature,05/06/2011,12.411,9.47,14.83,100,
Air Temperature,06/06/2011,9.5404,8.12,12.72,100,
Air Temperature,07/06/2011,10.963,7.66,15.35,100,
Air Temperature,08/06/2011,10.548,7.62,14.42,100,
Air Temperature,09/06/2011,10.421,6.581,14.37,100,
Air Temperature,10/06/2011,9.7033,5.622,13.68,100,
Air Temperature,11/06/2011,9.4964,4.07,15.48,100,
Air Temperature,12/06/2011,10.134,5.887,13.25,100,
Air Temperature,13/06/2011,14.583,10.69,18.53,100,
Air Temperature,14/06/2011,14.201,8.75,18.1,100,
Air Temperature,15/06/2011,13.475,11.47,15.81,100,
Air Temperature,16/06/2011,11.331,8.68,14.16,100,
Air Temperature,17/06/2011,10.805,8.45,12.66,100,
Air Temperature,18/06/2011,11.102,8.45,13.25,100,
Air Temperature,19/06/2011,12.058,8.58,16.2,100,
Air Temperature,20/06/2011,12.424,8.78,15.74,100,
Air Temperature,21/06/2011,13.612,9.93,16.2,100,
Air Temperature,22/06/2011,12.511,10.03,15.15,100,
Air Temperature,23/06/2011,12.164,9.11,15.54,100,
Air Temperature,24/06/2011,11.891,7.85,16.34,100,
Air Temperature,25/06/2011,15,10.36,19.55,100,
Air Temperature,26/06/2011,19.098,13.12,25.2,100,
Air Temperature,27/06/2011,21.13,17.59,26.52,100,
Air Temperature,28/06/2011,15.478,12,17.52,100,
Air Temperature,29/06/2011,13.822,9.41,17.99,100,
Air Temperature,30/06/2011,13.574,8.45,18.25,100,
Air Temperature,01/07/2011,13.646,8.78,18.3,100,
Air Temperature,02/07/2011,14.511,10.36,18.7,100,
Air Temperature,03/07/2011,16.181,10.1,20.87,100,
Air Temperature,04/07/2011,16.315,11.35,21.3,96,
Air Temperature,05/07/2011,14.629,10.1,21.33,100,
Air Temperature,06/07/2011,13.59,11.07,16.17,100,
Air Temperature,07/07/2011,13.003,11.4,15.35,100,
Air Temperature,08/07/2011,12.979,11.2,15.21,100,
Air Temperature,09/07/2011,13.975,11.17,17.33,100,
Air Temperature,10/07/2011,14.974,11.4,19.16,100,
Air Temperature,11/07/2011,16.428,11.49,21.46,100,
Air Temperature,12/07/2011,14.994,12.92,17.52,100,
Air Temperature,13/07/2011,13.256,10.16,16.14,100,
Air Temperature,14/07/2011,15.424,10.79,20.81,100,
Air Temperature,15/07/2011,15.087,9.64,19.75,100,
Air Temperature,16/07/2011,13.602,10.4,16.6,100,
Air Temperature,17/07/2011,13.048,10.36,16.27,100,
Air Temperature,18/07/2011,12.046,10.03,14.44,100,
Air Temperature,19/07/2011,12.83,8.51,18.63,100,
Air Temperature,20/07/2011,12.399,11.01,14.06,100,
Air Temperature,21/07/2011,13.466,11.3,17.29,100,
Air Temperature,22/07/2011,13.707,8.65,17.52,100,
Air Temperature,23/07/2011,13.457,9.83,17.33,100,
Air Temperature,24/07/2011,15.093,9.24,19.98,100,
Air Temperature,25/07/2011,16.413,9.7,21.86,100,
Air Temperature,26/07/2011,15.461,13.02,18.51,100,
Air Temperature,27/07/2011,15.652,12.76,18.37,100,
Air Temperature,28/07/2011,16.638,11.47,22.63,100,
Air Temperature,29/07/2011,15.267,12.16,18.96,100,
Air Temperature,30/07/2011,14.88,11.17,19.88,100,
Air Temperature,31/07/2011,15.89,11.8,20.28,100,
Air Temperature,01/08/2011,17.544,12.2,23.36,100,
Air Temperature,02/08/2011,19.423,14.63,24.68,100,
Air Temperature,03/08/2011,18.138,13.65,24.84,100,
Air Temperature,04/08/2011,16.387,13.81,19.16,100,
Air Temperature,05/08/2011,16.213,12.39,21.4,100,
Air Temperature,06/08/2011,13.64,11.27,16.8,100,
Air Temperature,07/08/2011,13.801,10.3,17.75,100,
Air Temperature,08/08/2011,14.024,9.64,18.58,100,
Air Temperature,09/08/2011,14.314,9.31,18.69,100,
Air Temperature,10/08/2011,14.111,9.01,18.31,100,
Air Temperature,11/08/2011,15.303,13.32,17.92,100,
Air Temperature,12/08/2011,15.79,13.91,19.29,100,
Air Temperature,13/08/2011,15.55,12.76,18.12,100,
Air Temperature,14/08/2011,15.316,11.6,19.68,100,
Air Temperature,15/08/2011,14.428,10.17,19.35,100,
Air Temperature,16/08/2011,14.809,12.46,18.05,100,
Air Temperature,17/08/2011,13.849,11.47,17.33,100,
Air Temperature,18/08/2011,11.423,9.9,12.92,100,
Air Temperature,19/08/2011,13.223,8.25,18.46,100,
Air Temperature,20/08/2011,15.36,11.35,20.94,100,
Air Temperature,21/08/2011,16.535,12.66,20.57,100,
Air Temperature,22/08/2011,15.187,10.63,19.75,100,
Air Temperature,23/08/2011,13.286,12.1,14.04,100,
Air Temperature,24/08/2011,14.261,11.96,18.12,100,
Air Temperature,25/08/2011,14.043,11.47,17.19,100,
Air Temperature,26/08/2011,13.216,11.07,16.34,100,
Air Temperature,27/08/2011,12.972,9.64,16.93,100,
Air Temperature,28/08/2011,12.811,9.97,17.56,100,
Air Temperature,29/08/2011,12.178,8.58,15.87,100,
Air Temperature,30/08/2011,12.695,10.49,15.54,100,
Air Temperature,31/08/2011,13.431,10.89,16.86,100,
Air Temperature,01/09/2011,14.535,9.11,20.01,100,
Air Temperature,02/09/2011,16.355,10.03,23.56,100,
Air Temperature,03/09/2011,15.651,13.52,19.42,100,
Air Temperature,04/09/2011,14.315,10.97,16.27,100,
Air Temperature,05/09/2011,12.919,9.44,16.4,100,
Air Temperature,06/09/2011,13.765,11.09,15.16,100,
Air Temperature,07/09/2011,12.534,10.23,16.4,100,
Air Temperature,08/09/2011,14.794,12.2,17.69,100,
Air Temperature,09/09/2011,16.867,15.22,19.91,100,
Air Temperature,10/09/2011,16.817,14.57,19.3,100,
Air Temperature,11/09/2011,15.135,12.95,18.15,100,
Air Temperature,12/09/2011,15.381,11.67,18.65,100,
Air Temperature,13/09/2011,12.941,9.24,17.19,100,
Air Temperature,14/09/2011,12.387,8.38,17,100,
Air Temperature,15/09/2011,11.868,7.08,17.29,100,
Air Temperature,16/09/2011,13.812,9.44,18.69,100,
Air Temperature,17/09/2011,11.698,6.933,15.81,100,
Air Temperature,18/09/2011,10.178,6.809,15.48,100,
Air Temperature,19/09/2011,12.772,8.38,16.14,100,
Air Temperature,20/09/2011,14.491,13.45,15.81,100,
Air Temperature,21/09/2011,13.265,11.35,15.74,100,
Air Temperature,22/09/2011,12.56,9.77,16.34,100,
Air Temperature,23/09/2011,11.338,8.25,15.68,100,
Air Temperature,24/09/2011,11.828,6.045,17.39,100,
Air Temperature,25/09/2011,15.068,11.93,17.99,100,
Air Temperature,26/09/2011,15.541,11.87,20.11,100,
Air Temperature,27/09/2011,15.435,11.8,20.31,100,
Air Temperature,28/09/2011,17.004,12.06,22.65,100,
Air Temperature,29/09/2011,17.865,13.28,24.48,100,
Air Temperature,30/09/2011,17.228,12.39,24.02,100,
Air Temperature,01/10/2011,18.263,12.2,25.7,100,
Air Temperature,02/10/2011,17.578,12.08,24.78,100,
Air Temperature,03/10/2011,16.824,13.05,21.99,100,
Air Temperature,04/10/2011,14.727,12.99,16.86,100,
Air Temperature,05/10/2011,15.145,14.24,16.47,100,
Air Temperature,06/10/2011,10.768,8.25,15.16,100,
Air Temperature,07/10/2011,9.675,7.6,13.84,100,
Air Temperature,08/10/2011,10.974,7.21,13.38,100,
Air Temperature,09/10/2011,16.075,13.25,19.62,100,
Air Temperature,10/10/2011,15.536,14.31,18.25,100,
Air Temperature,11/10/2011,14.612,13.28,16.27,100,
Air Temperature,12/10/2011,13.954,11.93,16.4,100,
Air Temperature,13/10/2011,13.69,11.8,17.31,100,
Air Temperature,14/10/2011,9.8796,5.391,13.96,100,
Air Temperature,15/10/2011,7.9881,2.399,14.75,100,
Air Temperature,16/10/2011,10.414,4.764,16.2,100,
Air Temperature,17/10/2011,11.467,7.43,14.63,100,
Air Temperature,18/10/2011,7.9724,5.424,12.43,100,
Air Temperature,19/10/2011,6.1346,3.72,11.17,100,
Air Temperature,20/10/2011,6.1294,2.829,10.18,100,
Air Temperature,21/10/2011,8.7668,4.863,13.25,100,
Air Temperature,22/10/2011,9.2447,5.92,11.54,100,
Air Temperature,23/10/2011,13.575,12.13,15.54,100,
Air Temperature,24/10/2011,12.6,11.01,14.24,100,
Air Temperature,25/10/2011,9.8535,5.953,12.79,100,
Air Temperature,26/10/2011,8.3737,6.275,11.42,100,
Air Temperature,27/10/2011,10.905,9.6,11.87,100,
Air Temperature,28/10/2011,10.41,7.46,13.32,100,
Air Temperature,29/10/2011,11.616,9.83,13.38,100,
Air Temperature,30/10/2011,13.27,12.36,13.71,100,
Air Temperature,31/10/2011,12.986,12.33,13.38,100,
Air Temperature,01/11/2011,10.766,8.02,13.91,100,
Air Temperature,02/11/2011,11.672,8.78,13.88,100,
Air Temperature,03/11/2011,13.005,10.79,15.17,100,
Air Temperature,04/11/2011,11.593,10.1,13.19,100,
Air Temperature,05/11/2011,9.8263,8.84,11.21,100,
Air Temperature,06/11/2011,8.2556,5.821,10.15,100,
Air Temperature,07/11/2011,9.209,6.995,10.76,100,
Air Temperature,08/11/2011,8.1229,7.72,9.31,100,
Air Temperature,09/11/2011,10.577,7.79,12.95,100,
Air Temperature,10/11/2011,10.415,9.11,12.46,100,
Air Temperature,11/11/2011,10.383,9.57,11.8,100,
Air Temperature,12/11/2011,12.179,10.75,15.15,100,
Air Temperature,13/11/2011,10.88,8.84,15.74,100,
Air Temperature,14/11/2011,7.2976,5.584,8.75,100,
Air Temperature,15/11/2011,5.8735,2.465,10.41,100,
Air Temperature,16/11/2011,6.22,4.235,8.71,100,
Air Temperature,17/11/2011,10.278,8.38,12.46,100,
Air Temperature,18/11/2011,10.478,9.04,12.59,100,
Air Temperature,19/11/2011,8.0754,5.557,12.99,100,
Air Temperature,20/11/2011,6.9186,5.458,9.31,100,
Air Temperature,21/11/2011,8.459,6.084,10.3,100,
Air Temperature,22/11/2011,9.9004,5.953,11.93,100,
Air Temperature,23/11/2011,6.6334,3.159,9.83,100,
Air Temperature,24/11/2011,9.2675,7.53,11.16,100,
Air Temperature,25/11/2011,9.1413,6.085,11.81,100,
Air Temperature,26/11/2011,9.5228,6.283,11.42,100,
Air Temperature,27/11/2011,8.9349,3.787,11.74,100,
Air Temperature,28/11/2011,5.9923,0.912,11.12,100,
Air Temperature,29/11/2011,9.0594,4.235,11.54,100,
Air Temperature,30/11/2011,7.6332,4.797,10.56,100,
Air Temperature,01/12/2011,7.9274,4.037,10.63,100,
Air Temperature,02/12/2011,4.2351,0.879,7.9,100,
Air Temperature,03/12/2011,8.8127,6.381,10.22,100,
Air Temperature,04/12/2011,6.4653,3.284,8.12,100,
Air Temperature,05/12/2011,2.9313,1.441,4.995,100,
Air Temperature,06/12/2011,3.9878,1.937,6.515,100,
Air Temperature,07/12/2011,5.7975,2.597,7.66,100,
Air Temperature,08/12/2011,7.5515,3.655,10.23,100,
Air Temperature,09/12/2011,3.4044,0.152,6.664,100,
Air Temperature,10/12/2011,2.1731,-0.635,4.797,100,
Air Temperature,11/12/2011,5.4892,2.036,7.59,100,
Air Temperature,12/12/2011,5.2132,1.011,9.77,100,
Air Temperature,13/12/2011,5.8037,1.003,10.63,100,
Air Temperature,14/12/2011,3.4586,1.672,5.226,100,
Air Temperature,15/12/2011,4.6579,3.641,6.316,100,
Air Temperature,16/12/2011,1.8802,-0.112,3.806,100,
Air Temperature,17/12/2011,1.7813,-0.042,4.466,100,
Air Temperature,18/12/2011,1.2344,-0.732,4.499,100,
Air Temperature,19/12/2011,3.5466,-0.364,6.713,100,
Air Temperature,20/12/2011,5.1736,3.971,6.149,100,
Air Temperature,21/12/2011,9.1152,5.094,11.05,100,
Air Temperature,22/12/2011,9.3358,8.05,11.27,100,
Air Temperature,23/12/2011,7.1858,2.794,9.57,100,
Air Temperature,24/12/2011,4.7122,1.771,7.53,100,
Air Temperature,25/12/2011,9.1158,7.86,10,100,
Air Temperature,26/12/2011,9.1275,7.92,9.97,100,
Air Temperature,27/12/2011,7.7995,6.281,8.78,100,
Air Temperature,28/12/2011,6.7511,4.103,8.91,100,
Air Temperature,29/12/2011,5.9145,3.053,8.58,100,
Air Temperature,30/12/2011,5.9497,3.776,9.83,100,
Air Temperature,31/12/2011,10.03,9.57,10.59,100,
Air Temperature,01/01/2012,9.2126,5.854,10.43,100,
Air Temperature,02/01/2012,4.5059,2.531,6.466,100,
Air Temperature,03/01/2012,7.2016,3.839,10.36,100,
Air Temperature,04/01/2012,5.5394,3.582,7.47,100,
Air Temperature,05/01/2012,8.002,5.16,10.56,100,
Air Temperature,06/01/2012,5.4463,2.531,7.39,100,
Air Temperature,07/01/2012,7.4418,5.788,8.84,100,
Air Temperature,08/01/2012,7.0104,6.085,8.08,100,
Air Temperature,09/01/2012,8.8917,7.96,10.79,100,
Air Temperature,10/01/2012,8.085,7,9.83,100,
Air Temperature,11/01/2012,7.0686,5.524,8.91,100,
Air Temperature,12/01/2012,6.5362,3.978,10.43,100,
Air Temperature,13/01/2012,2.1967,-0.76,4.889,100,
Air Temperature,14/01/2012,0.3256,-2.909,3.707,100,
Air Temperature,15/01/2012,2.1047,-0.436,4.632,100,
Air Temperature,16/01/2012,0.5947,-2.149,4.787,100,
Air Temperature,17/01/2012,1.2058,-2.05,4.438,100,
Air Temperature,18/01/2012,7.9842,4.103,10,100,
Air Temperature,19/01/2012,8.3296,5.094,9.97,100,
Air Temperature,20/01/2012,6.6185,4.136,8.48,100,
Air Temperature,21/01/2012,8.8607,6.118,10.83,100,
Air Temperature,22/01/2012,6.6008,4.208,9.8,100,
Air Temperature,23/01/2012,4.7597,3.052,7.06,100,
Air Temperature,24/01/2012,5.6691,1.606,9.04,100,
Air Temperature,25/01/2012,7.3345,6.31,8.65,100,
Air Temperature,26/01/2012,4.9525,0.714,7.4,100,
Air Temperature,27/01/2012,2.9656,0.681,6.962,100,
Air Temperature,28/01/2012,2.5021,1.573,3.872,100,
Air Temperature,29/01/2012,1.5754,0.119,3.343,100,
Air Temperature,30/01/2012,0.0298,-2.643,2.716,100,
Air Temperature,31/01/2012,-1.274,-3.603,1.669,100,
Air Temperature,01/02/2012,-1.225,-3.405,1.364,100,
Air Temperature,02/02/2012,-3.171,-5.151,-0.311,100,
Air Temperature,03/02/2012,-3.873,-6.468,-0.317,100,
Air Temperature,04/02/2012,-2.675,-6.27,0.681,100,
Air Temperature,05/02/2012,-0.34,-0.839,0.35,100,
Air Temperature,06/02/2012,0.8558,-0.476,2.326,100,
Air Temperature,07/02/2012,-1.239,-5.412,1.989,100,
Air Temperature,08/02/2012,-2.583,-5.019,-1.428,100,
Air Temperature,09/02/2012,-2.093,-3.57,-0.476,100,
Air Temperature,10/02/2012,-2.175,-5.212,-0.278,100,
Air Temperature,11/02/2012,-4.736,-8.67,-0.056,100,
Air Temperature,12/02/2012,-0.861,-6.598,3.543,100,
Air Temperature,13/02/2012,3.2563,1.441,5.226,100,
Air Temperature,14/02/2012,4.7037,2.789,6.933,100,
Air Temperature,15/02/2012,6.8827,5.226,9.04,100,
Air Temperature,16/02/2012,6.662,5.028,8.91,100,
Air Temperature,17/02/2012,7.5702,5.689,10.03,100,
Air Temperature,18/02/2012,5.8152,1.507,9.01,100,
Air Temperature,19/02/2012,2.0128,-0.599,5.483,100,
Air Temperature,20/02/2012,2.754,-0.661,6.303,100,
Air Temperature,21/02/2012,6.5256,4.011,9.9,100,
Air Temperature,22/02/2012,6.6544,5.623,8.65,100,
Air Temperature,23/02/2012,10.813,9.04,14.55,100,
Air Temperature,24/02/2012,9.0196,7.33,11.6,100,
Air Temperature,25/02/2012,7.1401,4.962,9.69,100,
Air Temperature,26/02/2012,5.4888,2.168,10.68,100,
Air Temperature,27/02/2012,7.0505,3.908,9.5,100,
Air Temperature,28/02/2012,8.8333,7.99,10.39,100,
Air Temperature,29/02/2012,8.0123,5.491,10.36,100,
Air Temperature,01/03/2012,8.006,4.665,13.43,100,
Air Temperature,02/03/2012,6.5577,3.42,11.6,100,
Air Temperature,03/03/2012,7.4049,4.962,11.81,100,
Air Temperature,04/03/2012,4.4204,0.11,6.808,100,
Air Temperature,05/03/2012,3.9937,0.978,7.85,100,
Air Temperature,06/03/2012,3.4026,-0.073,8.22,100,
Air Temperature,07/03/2012,6.0183,3.222,10.17,100,
Air Temperature,08/03/2012,5.6803,1.408,10.21,100,
Air Temperature,09/03/2012,7.5023,5.094,9.44,100,
Air Temperature,10/03/2012,9.9221,7.33,14.42,100,
Air Temperature,11/03/2012,8.844,6.085,13.83,100,
Air Temperature,12/03/2012,7.8072,3.541,12.91,100,
Air Temperature,13/03/2012,5.4711,3.839,8.91,100,
Air Temperature,14/03/2012,4.9151,2.458,10.28,100,
Air Temperature,15/03/2012,5.6842,-0.641,14.11,100,
Air Temperature,16/03/2012,7.0186,6.283,7.69,100,
Air Temperature,17/03/2012,6.7953,5.259,8.61,100,
Air Temperature,18/03/2012,5.0514,2.366,8.94,100,
Air Temperature,19/03/2012,6.1287,2.465,10.87,100,
Air Temperature,20/03/2012,7.8477,3.784,11.67,100,
Air Temperature,21/03/2012,9.2153,5.358,14.29,100,
Air Temperature,22/03/2012,10.854,5.061,18.38,100,
Air Temperature,23/03/2012,10.854,3.582,18.12,100,
Air Temperature,24/03/2012,11.876,5.424,19.22,100,
Air Temperature,25/03/2012,9.3759,2.961,16.77,100,
