met type,date,mean/sum,min,max,%complete,comments
Solar Radiation,30/09/2012,90.638,,,100,
Solar Radiation,01/10/2012,61.574,,,100,
Solar Radiation,02/10/2012,99.791,,,100,
Solar Radiation,03/10/2012,112.57,,,100,
Solar Radiation,04/10/2012,156.82,,,100,
Solar Radiation,05/10/2012,82.546,,,100,
Solar Radiation,06/10/2012,174.11,,,100,
Solar Radiation,07/10/2012,140.17,,,100,
Solar Radiation,08/10/2012,39.58,,,100,
Solar Radiation,09/10/2012,39.809,,,100,
Solar Radiation,10/10/2012,149.11,,,100,
Solar Radiation,11/10/2012,22.628,,,100,
Solar Radiation,12/10/2012,160.17,,,100,
Solar Radiation,13/10/2012,133.89,,,100,
Solar Radiation,14/10/2012,158.53,,,100,
Solar Radiation,15/10/2012,118.96,,,100,
Solar Radiation,16/10/2012,144.22,,,100,
Solar Radiation,17/10/2012,109.23,,,100,
Solar Radiation,18/10/2012,73.898,,,100,
Solar Radiation,19/10/2012,18.958,,,100,
Solar Radiation,20/10/2012,64.044,,,100,
Solar Radiation,21/10/2012,35.734,,,100,
Solar Radiation,22/10/2012,34.302,,,100,
Solar Radiation,23/10/2012,28.061,,,100,
Solar Radiation,24/10/2012,64.744,,,100,
Solar Radiation,25/10/2012,21.497,,,100,
Solar Radiation,26/10/2012,25.996,,,100,
Solar Radiation,27/10/2012,130.05,,,100,
Solar Radiation,28/10/2012,39.645,,,100,
Solar Radiation,29/10/2012,65.667,,,100,
Solar Radiation,30/10/2012,102,,,100,
Solar Radiation,31/10/2012,45.132,,,100,
Solar Radiation,01/11/2012,85.363,,,100,
Solar Radiation,02/11/2012,82.67,,,100,
Solar Radiation,03/11/2012,105.65,,,100,
Solar Radiation,04/11/2012,36.97,,,100,
Solar Radiation,05/11/2012,87.081,,,100,
Solar Radiation,06/11/2012,87.999,,,100,
Solar Radiation,07/11/2012,59.393,,,100,
Solar Radiation,08/11/2012,68.504,,,100,
Solar Radiation,09/11/2012,50.866,,,100,
Solar Radiation,10/11/2012,38.711,,,100,
Solar Radiation,11/11/2012,99.918,,,100,
Solar Radiation,12/11/2012,21.024,,,100,
Solar Radiation,13/11/2012,39.291,,,100,
Solar Radiation,14/11/2012,86.202,,,100,
Solar Radiation,15/11/2012,29.419,,,100,
Solar Radiation,16/11/2012,14.503,,,100,
Solar Radiation,17/11/2012,37.063,,,100,
Solar Radiation,18/11/2012,88.765,,,100,
Solar Radiation,19/11/2012,28.195,,,100,
Solar Radiation,20/11/2012,10.597,,,100,
Solar Radiation,21/11/2012,18.537,,,100,
Solar Radiation,22/11/2012,35.121,,,100,
Solar Radiation,23/11/2012,63.34,,,100,
Solar Radiation,24/11/2012,8.0935,,,100,
Solar Radiation,25/11/2012,45.646,,,100,
Solar Radiation,26/11/2012,33.689,,,100,
Solar Radiation,27/11/2012,16.52,,,100,
Solar Radiation,28/11/2012,19.736,,,100,
Solar Radiation,29/11/2012,75.843,,,100,
Solar Radiation,30/11/2012,61.677,,,100,
Solar Radiation,01/12/2012,55.691,,,100,
Solar Radiation,02/12/2012,63.653,,,100,
Solar Radiation,03/12/2012,34.659,,,100,
Solar Radiation,04/12/2012,57.835,,,100,
Solar Radiation,05/12/2012,49.945,,,100,
Solar Radiation,06/12/2012,31.041,,,100,
Solar Radiation,07/12/2012,50.655,,,100,
Solar Radiation,08/12/2012,62.758,,,100,
Solar Radiation,09/12/2012,20.025,,,100,
Solar Radiation,10/12/2012,60.348,,,100,
Solar Radiation,11/12/2012,52.502,,,100,
Solar Radiation,12/12/2012,14.248,,,100,
Solar Radiation,13/12/2012,18.101,,,100,
Solar Radiation,14/12/2012,8.5879,,,100,
Solar Radiation,15/12/2012,33.875,,,100,
Solar Radiation,16/12/2012,54.758,,,100,
Solar Radiation,17/12/2012,61.938,,,100,
Solar Radiation,18/12/2012,59.722,,,100,
Solar Radiation,19/12/2012,11.04,,,100,
Solar Radiation,20/12/2012,5.0489,,,100,
Solar Radiation,21/12/2012,50.456,,,100,
Solar Radiation,22/12/2012,6.1312,,,100,
Solar Radiation,23/12/2012,24.766,,,100,
Solar Radiation,24/12/2012,9.6444,,,100,
Solar Radiation,25/12/2012,27.395,,,100,
Solar Radiation,26/12/2012,17.536,,,100,
Solar Radiation,27/12/2012,29.18,,,100,
Solar Radiation,28/12/2012,5.7596,,,100,
Solar Radiation,29/12/2012,7.2377,,,100,
Solar Radiation,30/12/2012,33.134,,,100,
Solar Radiation,31/12/2012,7.3173,,,100,
Solar Radiation,01/01/2013,450,,,100,
Solar Radiation,02/01/2013,137.48,,,100,
Solar Radiation,03/01/2013,390.13,,,100,
Solar Radiation,04/01/2013,171.04,,,100,
Solar Radiation,05/01/2013,182.75,,,100,
Solar Radiation,06/01/2013,302.12,,,100,
Solar Radiation,07/01/2013,103.41,,,100,
Solar Radiation,08/01/2013,244.29,,,100,
Solar Radiation,09/01/2013,250.97,,,100,
Solar Radiation,10/01/2013,207.59,,,100,
Solar Radiation,11/01/2013,450,,,100,
Solar Radiation,12/01/2013,74.899,,,100,
Solar Radiation,13/01/2013,450,,,100,
Solar Radiation,14/01/2013,145.13,,,100,
Solar Radiation,15/01/2013,450,,,100,
Solar Radiation,16/01/2013,450,,,100,
Solar Radiation,17/01/2013,130.63,,,100,
Solar Radiation,18/01/2013,104.76,,,100,
Solar Radiation,19/01/2013,81.579,,,100,
Solar Radiation,20/01/2013,366.73,,,100,
Solar Radiation,21/01/2013,450,,,100,
Solar Radiation,22/01/2013,170.48,,,100,
Solar Radiation,23/01/2013,116.52,,,100,
Solar Radiation,24/01/2013,226.74,,,100,
Solar Radiation,25/01/2013,301.99,,,100,
Solar Radiation,26/01/2013,450,,,100,
Solar Radiation,27/01/2013,450,,,100,
Solar Radiation,28/01/2013,307.85,,,100,
Solar Radiation,29/01/2013,83.941,,,100,
Solar Radiation,30/01/2013,450,,,100,
Solar Radiation,31/01/2013,450,,,100,
Solar Radiation,01/02/2013,423.74,,,100,
Solar Radiation,02/02/2013,450,,,100,
Solar Radiation,03/02/2013,155.54,,,100,
Solar Radiation,04/02/2013,450,,,100,
Solar Radiation,05/02/2013,450,,,100,
Solar Radiation,06/02/2013,450,,,100,
Solar Radiation,07/02/2013,450,,,100,
Solar Radiation,08/02/2013,450,,,100,
Solar Radiation,09/02/2013,274.4,,,100,
Solar Radiation,10/02/2013,111.23,,,100,
Solar Radiation,11/02/2013,209.45,,,100,
Solar Radiation,12/02/2013,450,,,100,
Solar Radiation,13/02/2013,361.59,,,100,
Solar Radiation,14/02/2013,450,,,100,
Solar Radiation,15/02/2013,450,,,100,
Solar Radiation,16/02/2013,450,,,100,
Solar Radiation,17/02/2013,450,,,100,
Solar Radiation,18/02/2013,450,,,100,
Solar Radiation,19/02/2013,450,,,100,
Solar Radiation,20/02/2013,450,,,100,
Solar Radiation,21/02/2013,450,,,100,
Solar Radiation,22/02/2013,329.62,,,100,
Solar Radiation,23/02/2013,450,,,100,
Solar Radiation,24/02/2013,359.8,,,100,
Solar Radiation,25/02/2013,285.88,,,100,
Solar Radiation,26/02/2013,172.3,,,100,
Solar Radiation,27/02/2013,450,,,100,
Solar Radiation,28/02/2013,450,,,100,
Solar Radiation,01/03/2013,428.52,,,100,
Solar Radiation,02/03/2013,450,,,100,
Solar Radiation,03/03/2013,450,,,100,
Solar Radiation,04/03/2013,450,,,100,
Solar Radiation,05/03/2013,450,,,100,
Solar Radiation,06/03/2013,450,,,100,
Solar Radiation,07/03/2013,359.27,,,100,
Solar Radiation,08/03/2013,292.74,,,100,
Solar Radiation,09/03/2013,450,,,100,
Solar Radiation,10/03/2013,433.63,,,100,
Solar Radiation,11/03/2013,450,,,100,
Solar Radiation,12/03/2013,450,,,100,
Solar Radiation,13/03/2013,450,,,100,
Solar Radiation,14/03/2013,450,,,100,
Solar Radiation,15/03/2013,450,,,100,
Solar Radiation,16/03/2013,450,,,100,
Solar Radiation,17/03/2013,450,,,100,
Solar Radiation,18/03/2013,450,,,100,
Solar Radiation,19/03/2013,450,,,100,
Solar Radiation,20/03/2013,450,,,100,
Solar Radiation,21/03/2013,450,,,100,
Solar Radiation,22/03/2013,450,,,100,
Solar Radiation,23/03/2013,345.17,,,100,
Solar Radiation,24/03/2013,238.59,,,100,
Solar Radiation,25/03/2013,450,,,100,
Solar Radiation,26/03/2013,450,,,100,
Solar Radiation,27/03/2013,450,,,100,
Solar Radiation,28/03/2013,450,,,100,
Solar Radiation,29/03/2013,450,,,100,
Solar Radiation,30/03/2013,450,,,100,
Solar Radiation,31/03/2013,450,,,100,
Solar Radiation,01/04/2013,450,,,100,
Solar Radiation,02/04/2013,450,,,100,
Solar Radiation,03/04/2013,450,,,100,
Solar Radiation,04/04/2013,450,,,100,
Solar Radiation,05/04/2013,450,,,100,
Solar Radiation,06/04/2013,450,,,100,
Solar Radiation,07/04/2013,450,,,100,
Solar Radiation,08/04/2013,450,,,100,
Solar Radiation,09/04/2013,450,,,100,
Solar Radiation,10/04/2013,450,,,100,
Solar Radiation,11/04/2013,450,,,100,
Solar Radiation,12/04/2013,450,,,100,
Solar Radiation,13/04/2013,450,,,100,
Solar Radiation,14/04/2013,450,,,100,
Solar Radiation,15/04/2013,450,,,100,
Solar Radiation,16/04/2013,450,,,100,
Solar Radiation,17/04/2013,450,,,100,
Solar Radiation,18/04/2013,450,,,100,
Solar Radiation,19/04/2013,450,,,100,
Solar Radiation,20/04/2013,450,,,100,
Solar Radiation,21/04/2013,450,,,100,
Solar Radiation,22/04/2013,450,,,100,
Solar Radiation,23/04/2013,450,,,100,
Solar Radiation,24/04/2013,450,,,100,
Solar Radiation,25/04/2013,450,,,100,
Solar Radiation,26/04/2013,450,,,100,
Solar Radiation,27/04/2013,450,,,100,
Solar Radiation,28/04/2013,450,,,100,
Solar Radiation,29/04/2013,450,,,100,
Solar Radiation,30/04/2013,450,,,100,
Solar Radiation,01/05/2013,450,,,100,
Solar Radiation,02/05/2013,450,,,100,
Solar Radiation,03/05/2013,450,,,100,
Solar Radiation,04/05/2013,450,,,100,
Solar Radiation,05/05/2013,450,,,100,
Solar Radiation,06/05/2013,450,,,100,
Solar Radiation,07/05/2013,450,,,100,
Solar Radiation,08/05/2013,450,,,100,
Solar Radiation,09/05/2013,450,,,100,
Solar Radiation,10/05/2013,450,,,100,
Solar Radiation,11/05/2013,450,,,100,
Solar Radiation,12/05/2013,450,,,100,
Solar Radiation,13/05/2013,450,,,100,
Solar Radiation,14/05/2013,450,,,100,
Solar Radiation,15/05/2013,450,,,100,
Solar Radiation,16/05/2013,450,,,100,
Solar Radiation,17/05/2013,450,,,100,
Solar Radiation,18/05/2013,450,,,100,
Solar Radiation,19/05/2013,450,,,100,
Solar Radiation,20/05/2013,450,,,100,
Solar Radiation,21/05/2013,450,,,100,
Solar Radiation,22/05/2013,450,,,100,
Solar Radiation,23/05/2013,450,,,100,
Solar Radiation,24/05/2013,450,,,100,
Solar Radiation,25/05/2013,450,,,100,
Solar Radiation,26/05/2013,450,,,100,
Solar Radiation,27/05/2013,450,,,100,
Solar Radiation,28/05/2013,450,,,100,
Solar Radiation,29/05/2013,450,,,100,
Solar Radiation,30/05/2013,450,,,100,
Solar Radiation,31/05/2013,450,,,100,
Solar Radiation,01/06/2013,450,,,100,
Solar Radiation,02/06/2013,450,,,100,
Solar Radiation,03/06/2013,450,,,100,
Solar Radiation,04/06/2013,450,,,100,
Solar Radiation,05/06/2013,450,,,100,
Solar Radiation,06/06/2013,450,,,100,
Solar Radiation,07/06/2013,450,,,100,
Solar Radiation,08/06/2013,450,,,100,
Solar Radiation,09/06/2013,450,,,100,
Solar Radiation,10/06/2013,450,,,100,
Solar Radiation,11/06/2013,450,,,100,
Solar Radiation,12/06/2013,450,,,100,
Solar Radiation,13/06/2013,450,,,100,
Solar Radiation,14/06/2013,450,,,100,
Solar Radiation,15/06/2013,450,,,100,
Solar Radiation,16/06/2013,450,,,100,
Solar Radiation,17/06/2013,450,,,100,
Solar Radiation,18/06/2013,450,,,100,
Solar Radiation,19/06/2013,450,,,100,
Solar Radiation,20/06/2013,450,,,100,
Solar Radiation,21/06/2013,450,,,100,
Solar Radiation,22/06/2013,450,,,100,
Solar Radiation,23/06/2013,450,,,100,
Solar Radiation,24/06/2013,450,,,100,
Solar Radiation,25/06/2013,450,,,100,
Solar Radiation,26/06/2013,450,,,100,
Solar Radiation,27/06/2013,450,,,100,
Solar Radiation,28/06/2013,450,,,100,
Solar Radiation,29/06/2013,450,,,100,
Solar Radiation,30/06/2013,450,,,100,
Solar Radiation,01/07/2013,450,,,100,
Solar Radiation,02/07/2013,450,,,100,
Solar Radiation,03/07/2013,450,,,100,
Solar Radiation,04/07/2013,450,,,100,
Solar Radiation,05/07/2013,450,,,100,
Solar Radiation,06/07/2013,450,,,100,
Solar Radiation,07/07/2013,450,,,100,
Solar Radiation,08/07/2013,450,,,100,
Solar Radiation,09/07/2013,450,,,100,
Solar Radiation,10/07/2013,450,,,100,
Solar Radiation,11/07/2013,450,,,100,
Solar Radiation,12/07/2013,450,,,100,
Solar Radiation,13/07/2013,450,,,100,
Solar Radiation,14/07/2013,450,,,100,
Solar Radiation,15/07/2013,450,,,100,
Solar Radiation,16/07/2013,450,,,100,
Solar Radiation,17/07/2013,450,,,100,
Solar Radiation,18/07/2013,450,,,100,
Solar Radiation,19/07/2013,450,,,100,
Solar Radiation,20/07/2013,450,,,100,
Solar Radiation,21/07/2013,450,,,100,
Solar Radiation,22/07/2013,450,,,100,
Solar Radiation,23/07/2013,450,,,100,
Solar Radiation,24/07/2013,450,,,100,
Solar Radiation,25/07/2013,450,,,100,
Solar Radiation,26/07/2013,450,,,100,
Solar Radiation,27/07/2013,450,,,100,
Solar Radiation,28/07/2013,450,,,100,
Solar Radiation,29/07/2013,450,,,100,
Solar Radiation,30/07/2013,450,,,100,
Solar Radiation,31/07/2013,450,,,100,
Solar Radiation,01/08/2013,450,,,100,
Solar Radiation,02/08/2013,450,,,100,
Solar Radiation,03/08/2013,450,,,100,
Solar Radiation,04/08/2013,450,,,100,
Solar Radiation,05/08/2013,450,,,100,
Solar Radiation,06/08/2013,450,,,100,
Solar Radiation,07/08/2013,450,,,100,
Solar Radiation,08/08/2013,450,,,100,
Solar Radiation,09/08/2013,450,,,100,
Solar Radiation,10/08/2013,450,,,100,
Solar Radiation,11/08/2013,450,,,100,
Solar Radiation,12/08/2013,450,,,100,
Solar Radiation,13/08/2013,450,,,100,
Solar Radiation,14/08/2013,450,,,100,
Solar Radiation,15/08/2013,450,,,100,
Solar Radiation,16/08/2013,450,,,100,
Solar Radiation,17/08/2013,450,,,100,
Solar Radiation,18/08/2013,450,,,100,
Solar Radiation,19/08/2013,450,,,100,
Solar Radiation,20/08/2013,450,,,100,
Solar Radiation,21/08/2013,450,,,100,
Solar Radiation,22/08/2013,450,,,100,
Solar Radiation,23/08/2013,450,,,100,
Solar Radiation,24/08/2013,450,,,100,
Solar Radiation,25/08/2013,450,,,100,
Solar Radiation,26/08/2013,450,,,100,
Solar Radiation,27/08/2013,450,,,100,
Solar Radiation,28/08/2013,450,,,100,
Solar Radiation,29/08/2013,450,,,100,
Solar Radiation,30/08/2013,450,,,100,
Solar Radiation,31/08/2013,450,,,100,
Solar Radiation,01/09/2013,450,,,100,
Solar Radiation,02/09/2013,450,,,100,
Solar Radiation,03/09/2013,450,,,100,
Solar Radiation,04/09/2013,450,,,100,
Solar Radiation,05/09/2013,450,,,100,
Solar Radiation,06/09/2013,450,,,100,
Solar Radiation,07/09/2013,450,,,100,
Solar Radiation,08/09/2013,450,,,100,
Solar Radiation,09/09/2013,450,,,100,
Solar Radiation,10/09/2013,450,,,100,
Solar Radiation,11/09/2013,450,,,100,
Solar Radiation,12/09/2013,450,,,100,
Solar Radiation,13/09/2013,450,,,100,
Solar Radiation,14/09/2013,450,,,100,
Solar Radiation,15/09/2013,450,,,100,
Solar Radiation,16/09/2013,450,,,100,
Solar Radiation,17/09/2013,450,,,100,
Solar Radiation,18/09/2013,450,,,100,
Solar Radiation,19/09/2013,450,,,100,
Solar Radiation,20/09/2013,450,,,100,
Solar Radiation,21/09/2013,450,,,100,
Solar Radiation,22/09/2013,450,,,100,
Solar Radiation,23/09/2013,450,,,100,
Solar Radiation,24/09/2013,450,,,100,
Solar Radiation,25/09/2013,450,,,100,
Solar Radiation,26/09/2013,450,,,100,
Solar Radiation,27/09/2013,450,,,100,
Solar Radiation,28/09/2013,450,,,100,
Solar Radiation,29/09/2013,450,,,100,
Solar Radiation,30/09/2013,450,,,100,
Solar Radiation,01/10/2013,347.37,,,100,
Solar Radiation,02/10/2013,450,,,100,
Solar Radiation,03/10/2013,450,,,100,
Solar Radiation,04/10/2013,450,,,100,
Solar Radiation,05/10/2013,450,,,100,
Solar Radiation,06/10/2013,450,,,100,
Solar Radiation,07/10/2013,450,,,100,
Solar Radiation,08/10/2013,450,,,100,
Solar Radiation,09/10/2013,450,,,100,
Solar Radiation,10/10/2013,450,,,100,
Solar Radiation,11/10/2013,450,,,100,
Solar Radiation,12/10/2013,450,,,100,
Solar Radiation,13/10/2013,166.05,,,100,
Solar Radiation,14/10/2013,450,,,100,
Solar Radiation,15/10/2013,450,,,100,
Solar Radiation,16/10/2013,450,,,100,
Solar Radiation,17/10/2013,450,,,100,
Solar Radiation,18/10/2013,450,,,100,
Solar Radiation,19/10/2013,430.28,,,100,
Solar Radiation,20/10/2013,450,,,100,
Solar Radiation,21/10/2013,303.45,,,100,
Solar Radiation,22/10/2013,450,,,100,
Solar Radiation,23/10/2013,450,,,100,
Solar Radiation,24/10/2013,450,,,100,
Solar Radiation,25/10/2013,450,,,100,
Solar Radiation,26/10/2013,450,,,100,
Solar Radiation,27/10/2013,450,,,100,
Solar Radiation,28/10/2013,450,,,100,
Solar Radiation,29/10/2013,450,,,100,
Solar Radiation,30/10/2013,450,,,100,
Solar Radiation,31/10/2013,337.86,,,100,
Solar Radiation,01/11/2013,318.69,,,100,
Solar Radiation,02/11/2013,450,,,100,
Solar Radiation,03/11/2013,450,,,100,
Solar Radiation,04/11/2013,450,,,100,
Solar Radiation,05/11/2013,450,,,100,
Solar Radiation,06/11/2013,335.6,,,100,
Solar Radiation,07/11/2013,450,,,100,
Solar Radiation,08/11/2013,348.21,,,100,
Solar Radiation,09/11/2013,289.84,,,100,
Solar Radiation,10/11/2013,450,,,100,
Solar Radiation,11/11/2013,128.85,,,100,
Solar Radiation,12/11/2013,450,,,100,
Solar Radiation,13/11/2013,450,,,100,
Solar Radiation,14/11/2013,450,,,100,
Solar Radiation,15/11/2013,450,,,100,
Solar Radiation,16/11/2013,450,,,100,
Solar Radiation,17/11/2013,187.7,,,100,
Solar Radiation,18/11/2013,339.27,,,100,
Solar Radiation,19/11/2013,450,,,100,
Solar Radiation,20/11/2013,334.61,,,100,
Solar Radiation,21/11/2013,213.67,,,100,
Solar Radiation,22/11/2013,450,,,100,
Solar Radiation,23/11/2013,450,,,100,
Solar Radiation,24/11/2013,305.14,,,100,
Solar Radiation,25/11/2013,435.59,,,100,
Solar Radiation,26/11/2013,450,,,100,
Solar Radiation,27/11/2013,151.49,,,100,
Solar Radiation,28/11/2013,146.82,,,100,
Solar Radiation,29/11/2013,261.32,,,100,
Solar Radiation,30/11/2013,450,,,100,
Solar Radiation,01/12/2013,211.59,,,100,
Solar Radiation,02/12/2013,327.98,,,100,
Solar Radiation,03/12/2013,105.67,,,100,
Solar Radiation,04/12/2013,271.38,,,100,
Solar Radiation,05/12/2013,378.5,,,100,
Solar Radiation,06/12/2013,450,,,100,
Solar Radiation,07/12/2013,337.49,,,100,
Solar Radiation,08/12/2013,340.36,,,100,
Solar Radiation,09/12/2013,450,,,100,
Solar Radiation,10/12/2013,318.66,,,100,
Solar Radiation,11/12/2013,450,,,100,
Solar Radiation,12/12/2013,296.92,,,100,
Solar Radiation,13/12/2013,164.56,,,100,
Solar Radiation,14/12/2013,293.19,,,100,
Solar Radiation,15/12/2013,61.343,,,100,
Solar Radiation,16/12/2013,63.538,,,100,
Solar Radiation,17/12/2013,223.72,,,100,
Solar Radiation,18/12/2013,167.34,,,100,
Solar Radiation,19/12/2013,450,,,100,
Solar Radiation,20/12/2013,450,,,100,
Solar Radiation,21/12/2013,46.253,,,100,
Solar Radiation,22/12/2013,450,,,100,
Solar Radiation,23/12/2013,46.41,,,100,
Solar Radiation,24/12/2013,253.82,,,100,
Solar Radiation,25/12/2013,260.35,,,100,
Solar Radiation,26/12/2013,450,,,100,
Solar Radiation,27/12/2013,196.79,,,100,
Solar Radiation,28/12/2013,414.32,,,100,
Solar Radiation,29/12/2013,450,,,100,
Solar Radiation,30/12/2013,164.52,,,100,
Solar Radiation,31/12/2013,102.1,,,100,
Solar Radiation,01/01/2014,14.151,,,96,
Solar Radiation,02/01/2014,151.77,,,100,
Solar Radiation,03/01/2014,93.274,,,100,
Solar Radiation,04/01/2014,62.065,,,100,
Solar Radiation,05/01/2014,62.059,,,100,
Solar Radiation,06/01/2014,110.1,,,100,
Solar Radiation,07/01/2014,90.944,,,100,
Solar Radiation,08/01/2014,96.595,,,100,
Solar Radiation,09/01/2014,140.1,,,100,
Solar Radiation,10/01/2014,128.13,,,100,
Solar Radiation,11/01/2014,216.15,,,100,
Solar Radiation,12/01/2014,22.282,,,100,
Solar Radiation,13/01/2014,115.67,,,100,
Solar Radiation,14/01/2014,201.15,,,100,
Solar Radiation,15/01/2014,29.594,,,100,
Solar Radiation,16/01/2014,100.12,,,100,
Solar Radiation,17/01/2014,85.598,,,100,
Solar Radiation,18/01/2014,90.289,,,100,
Solar Radiation,19/01/2014,226.06,,,100,
Solar Radiation,20/01/2014,190.32,,,100,
Solar Radiation,21/01/2014,174.26,,,100,
Solar Radiation,22/01/2014,158.82,,,100,
Solar Radiation,23/01/2014,170.67,,,100,
Solar Radiation,24/01/2014,52.309,,,100,
Solar Radiation,25/01/2014,175.89,,,100,
Solar Radiation,26/01/2014,39.616,,,100,
Solar Radiation,27/01/2014,174.35,,,100,
Solar Radiation,28/01/2014,165.18,,,100,
Solar Radiation,29/01/2014,56.208,,,100,
Solar Radiation,30/01/2014,51.753,,,100,
Solar Radiation,31/01/2014,39.215,,,100,
Solar Radiation,01/02/2014,252.17,,,100,
Solar Radiation,02/02/2014,240.22,,,100,
Solar Radiation,03/02/2014,151.95,,,100,
Solar Radiation,04/02/2014,189.06,,,100,
Solar Radiation,05/02/2014,90.899,,,100,
Solar Radiation,06/02/2014,36.046,,,100,
Solar Radiation,07/02/2014,262.23,,,100,
Solar Radiation,08/02/2014,182.12,,,100,
Solar Radiation,09/02/2014,285.73,,,100,
Solar Radiation,10/02/2014,216.61,,,100,
Solar Radiation,11/02/2014,169.34,,,100,
Solar Radiation,12/02/2014,63.388,,,100,
Solar Radiation,13/02/2014,292.95,,,100,
Solar Radiation,14/02/2014,31.605,,,100,
Solar Radiation,15/02/2014,212.99,,,100,
Solar Radiation,16/02/2014,336.12,,,100,
Solar Radiation,17/02/2014,179.35,,,100,
Solar Radiation,18/02/2014,99.443,,,100,
Solar Radiation,19/02/2014,173.76,,,100,
Solar Radiation,20/02/2014,182.24,,,100,
Solar Radiation,21/02/2014,353.44,,,100,
Solar Radiation,22/02/2014,387.87,,,100,
Solar Radiation,23/02/2014,172.24,,,100,
Solar Radiation,24/02/2014,267.04,,,100,
Solar Radiation,25/02/2014,210.3,,,100,
Solar Radiation,26/02/2014,402.83,,,100,
Solar Radiation,27/02/2014,351.08,,,100,
Solar Radiation,28/02/2014,254.03,,,100,
Solar Radiation,01/03/2014,450,,,100,
Solar Radiation,02/03/2014,116.49,,,100,
Solar Radiation,03/03/2014,175.27,,,100,
Solar Radiation,04/03/2014,369.43,,,100,
Solar Radiation,05/03/2014,448.07,,,100,
Solar Radiation,06/03/2014,343.99,,,100,
Solar Radiation,07/03/2014,246.03,,,100,
Solar Radiation,08/03/2014,450,,,100,
Solar Radiation,09/03/2014,450,,,100,
Solar Radiation,10/03/2014,450,,,100,
Solar Radiation,11/03/2014,247.9,,,100,
Solar Radiation,12/03/2014,450,,,100,
Solar Radiation,13/03/2014,450,,,100,
Solar Radiation,14/03/2014,450,,,100,
Solar Radiation,15/03/2014,450,,,100,
Solar Radiation,16/03/2014,450,,,100,
Solar Radiation,17/03/2014,418.57,,,100,
Solar Radiation,18/03/2014,450,,,100,
Solar Radiation,19/03/2014,450,,,100,
Solar Radiation,20/03/2014,188.04,,,100,
Solar Radiation,21/03/2014,450,,,100,
Solar Radiation,22/03/2014,450,,,100,
Solar Radiation,23/03/2014,450,,,100,
Solar Radiation,24/03/2014,450,,,100,
Solar Radiation,25/03/2014,179.6,,,100,
Solar Radiation,26/03/2014,305.42,,,100,
Solar Radiation,27/03/2014,432.93,,,100,
Solar Radiation,28/03/2014,363.86,,,100,
Solar Radiation,29/03/2014,450,,,100,
Solar Radiation,30/03/2014,450,,,100,
Solar Radiation,31/03/2014,338.26,,,100,
Solar Radiation,01/04/2014,450,,,100,
Solar Radiation,02/04/2014,287.59,,,100,
Solar Radiation,03/04/2014,450,,,100,
Solar Radiation,04/04/2014,376.55,,,100,
Solar Radiation,05/04/2014,205.96,,,100,
Solar Radiation,06/04/2014,107.67,,,100,
Solar Radiation,07/04/2014,99.714,,,100,
Solar Radiation,08/04/2014,450,,,100,
Solar Radiation,09/04/2014,450,,,100,
Solar Radiation,10/04/2014,450,,,100,
Solar Radiation,11/04/2014,450,,,100,
Solar Radiation,12/04/2014,450,,,100,
Solar Radiation,13/04/2014,450,,,100,
Solar Radiation,14/04/2014,450,,,100,
Solar Radiation,15/04/2014,450,,,100,
Solar Radiation,16/04/2014,450,,,100,
Solar Radiation,17/04/2014,450,,,100,
Solar Radiation,18/04/2014,450,,,100,
Solar Radiation,19/04/2014,450,,,100,
Solar Radiation,20/04/2014,163.48,,,100,
Solar Radiation,21/04/2014,450,,,100,
Solar Radiation,22/04/2014,394.3,,,100,
Solar Radiation,23/04/2014,450,,,100,
Solar Radiation,24/04/2014,450,,,100,
Solar Radiation,25/04/2014,118.17,,,100,
Solar Radiation,26/04/2014,450,,,100,
Solar Radiation,27/04/2014,376.19,,,100,
Solar Radiation,28/04/2014,347.26,,,100,
Solar Radiation,29/04/2014,450,,,100,
Solar Radiation,30/04/2014,450,,,100,
Solar Radiation,01/05/2014,346.61,,,100,
Solar Radiation,02/05/2014,304.54,,,100,
Solar Radiation,03/05/2014,450,,,100,
Solar Radiation,04/05/2014,450,,,100,
Solar Radiation,05/05/2014,450,,,100,
Solar Radiation,06/05/2014,450,,,100,
Solar Radiation,07/05/2014,450,,,100,
Solar Radiation,08/05/2014,166.98,,,100,
Solar Radiation,09/05/2014,450,,,100,
Solar Radiation,10/05/2014,450,,,100,
Solar Radiation,11/05/2014,450,,,100,
Solar Radiation,12/05/2014,450,,,100,
Solar Radiation,13/05/2014,450,,,100,
Solar Radiation,14/05/2014,450,,,100,
Solar Radiation,15/05/2014,450,,,100,
Solar Radiation,16/05/2014,450,,,100,
Solar Radiation,17/05/2014,450,,,100,
Solar Radiation,18/05/2014,450,,,100,
Solar Radiation,19/05/2014,450,,,100,
Solar Radiation,20/05/2014,357.1,,,100,
Solar Radiation,21/05/2014,450,,,100,
Solar Radiation,22/05/2014,450,,,100,
Solar Radiation,23/05/2014,378.53,,,100,
Solar Radiation,24/05/2014,450,,,100,
Solar Radiation,25/05/2014,450,,,100,
Solar Radiation,26/05/2014,154.91,,,100,
Solar Radiation,27/05/2014,353.68,,,100,
Solar Radiation,28/05/2014,187.15,,,100,
Solar Radiation,29/05/2014,450,,,100,
Solar Radiation,30/05/2014,433.75,,,100,
Solar Radiation,31/05/2014,450,,,100,
Solar Radiation,01/06/2014,450,,,100,
Solar Radiation,02/06/2014,450,,,100,
